,tune,chords,notes
65,65,"[('2', 'Cmaj7'), ('2', 'Gbm13'), ('1', 'Cmaj7'), ('2', 'Em7'), ('2', 'B7#5'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7')]","[60.0, 63.0, 61.0, 73.0, 72.0, 69.0, 72.0, 63.0, 70.0, 72.0, 70.0, 69.0, 68.0, 68.0, 68.0]"
66,66,"[('2', 'Cmaj7'), ('2', 'Gbm13'), ('1', 'Cmaj7'), ('2', 'Em7'), ('2', 'B7#5'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Fm7'), ('2', 'Dbm6'), ('4', 'Gbm7'), ('4', 'B7')]","[65.0, 63.0, 62.0, 62.0, 64.0, 67.0, 70.0, 71.0, 75.0, 45.0, 51.0, 50.0, 54.0, 48.0, 54.0, 57.0]"
67,67,"[('2', 'Emaj7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'Abm7'), ('2', 'Abdim7'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'Emaj7'), ('2', 'Dbm7'), ('2', 'Gbm7'), ('2', 'B7'), ('2', 'E6'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'Abm7')]","[82.0, 78.0, 82.0, 82.0, 82.0, 70.0, 58.0, 58.0, 60.0, 62.0, 65.0, 68.0, 70.0, 71.0, 69.0, 65.0]"
68,68,"[('2', 'Cmaj7'), ('2', 'Gbm13'), ('1', 'Cmaj7'), ('2', 'Em7'), ('2', 'B7#5'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Dbm6'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'Abm7')]","[70.0, 72.0, 72.0, 62.0, 74.0, 72.0, 71.0, 68.0, 65.0, 63.0, 67.0, 70.0, 74.0, 72.0, 69.0]"
69,69,"[('2', 'Cm'), ('2', 'Cmb6'), ('2', 'Cm6'), ('2', 'Cm7'), ('2', 'Fm7'), ('2', 'Fm7/Eb'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cm'), ('2', 'CmM7'), ('2', 'Cm7'), ('2', 'Cm6'), ('1', 'Fm7'), ('2', 'Abm6'), ('2', 'Bb7')]","[78.0, 76.0, 75.0, 72.0, 68.0, 67.0, 65.0, 64.0, 65.0, 62.0, 64.0, 65.0, 64.0, 63.0, 65.0]"
70,70,"[('2', 'Ebmaj7'), ('2', 'Cm7'), ('2', 'Fm7'), ('2', 'Bb7'), ('1', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cm'), ('2', 'Cmb6'), ('2', 'Cm6'), ('2', 'Cm7'), ('2', 'Fm7'), ('2', 'Am7'), ('1', 'G7b9')]","[58.0, 59.0, 60.0, 62.0, 60.0, 59.0, 60.0, 63.0, 65.0, 67.0, 75.0, 75.0, 72.0, 70.0]"
71,71,"[('2', 'Cm'), ('2', 'Cmb6'), ('2', 'Cm6'), ('2', 'Cm7'), ('2', 'Fm7'), ('2', 'Fm7/Eb'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('2', 'Cm'), ('2', 'CmM7'), ('2', 'Cm7'), ('2', 'Cm6'), ('1', 'Fm7'), ('2', 'Abm6'), ('2', 'Bb7')]","[71.0, 73.0, 70.0, 73.0, 73.0, 70.0, 65.0, 71.0, 68.0, 71.0, 73.0, 71.0, 75.0, 77.0, 79.0]"
72,72,"[('1', 'Bbm7'), ('2', 'Eb7sus'), ('2', 'Eb7'), ('1', 'Abmaj7'), ('2', 'Abm6'), ('2', 'Dm7'), ('2', 'Cm'), ('2', 'Cmb6'), ('2', 'Cm6'), ('2', 'Cm7'), ('2', 'Fm7'), ('4', 'Am7'), ('4', 'G7'), ('1', 'Cm')]","[58.0, 55.0, 56.0, 58.0, 60.0, 63.0, 64.0, 66.0, 68.0, 66.0, 64.0, 61.0, 62.0, 63.0]"
73,73,"[('1', 'Cm11'), ('1', 'Cm11'), ('1', 'Cm11'), ('1', 'Cm11'), ('1', 'Cm11'), ('1', 'Cm11'), ('1', 'Cm11'), ('1', 'Cm11')]","[70.0, 72.0, 75.0, 74.0, 73.0, 72.0, 70.0, 67.0]"
74,74,"[('1', 'Cm11'), ('1', 'Cm11'), ('1', 'Cm11'), ('1', 'Cm11'), ('1', 'Cm11'), ('1', 'Cm11'), ('1', 'Cm11'), ('1', 'Cm11')]","[64.0, 67.0, 62.0, 65.0, 70.0, 68.0, 66.0, 68.0]"
75,75,"[('1', 'Dbm11'), ('1', 'Dbm11'), ('1', 'Dbm11'), ('1', 'Dbm11'), ('1', 'Dbm11'), ('1', 'Dbm11'), ('1', 'Dbm11'), ('1', 'Dbm11')]","[55.0, 56.0, 58.0, 58.0, 62.0, 69.0, 63.0, 65.0]"
76,76,"[('1', 'Cm11'), ('1', 'Cm11'), ('1', 'Cm11'), ('1', 'Cm11'), ('1', 'Cm11'), ('1', 'Cm11'), ('1', 'Cm11'), ('1', 'Cm11')]","[62.0, 65.0, 62.0, 59.0, 64.0, 61.0, 58.0, 58.0]"
77,77,"[('1', 'Gm11'), ('1', 'Gm11'), ('1', 'Gm11'), ('1', 'Gm11'), ('1', 'Gm11'), ('1', 'Gm11'), ('1', 'Gm11')]","[70.0, 67.0, 65.0, 62.0, 64.0, 62.0, 57.0]"
78,78,"[('1', 'Gm11'), ('1', 'Gm11'), ('1', 'Gm11'), ('1', 'Gm11'), ('1', 'Gm11'), ('1', 'Gm11'), ('1', 'Gm11')]","[70.0, 72.0, 69.0, 70.0, 74.0, 72.0, 68.0]"
79,79,"[('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Ebm7'), ('1', 'Am7'), ('1', 'Dm7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'G/C'), ('2', 'Dm7/G'), ('2', 'Edim/G'), ('2', 'Em7/G')]","[55.0, 57.0, 57.0, 53.0, 58.0, 53.0, 54.0, 55.0, 57.0, 59.0, 61.0]"
80,80,"[('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'G7sus'), ('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'C7'), ('2', 'B7#5'), ('2', 'Em7'), ('2', 'A9'), ('1', 'D9'), ('2', 'Am7'), ('2', 'D7'), ('1', 'Dm7'), ('2', 'G7'), ('2', 'G7#5')]","[58.0, 57.0, 56.0, 58.0, 60.0, 65.0, 67.0, 65.0, 62.0, 58.0, 53.0, 58.0, 57.0, 58.0, 59.0, 61.0, 57.0, 59.0, 60.0, 62.0, 64.0, 65.0, 61.0, 62.0, 59.0, 54.0, 51.0, 61.0, 60.0]"
81,81,"[('1', 'C7'), ('2', 'Gm7'), ('2', 'C7'), ('1', 'Em7b5'), ('1', 'A7#5'), ('1', 'D9'), ('2', 'Am7'), ('2', 'D9'), ('1', 'Dm7'), ('2', 'G7'), ('2', 'G7#5')]","[60.0, 58.0, 53.0, 57.0, 56.0, 54.0, 53.0, 62.0, 60.0, 60.0, 60.0]"
82,82,"[('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Bb9'), ('4', 'A7'), ('4', 'A7/G'), ('2', 'Gbm7b5'), ('2', 'Fm6'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7')]","[55.0, 57.0, 59.0, 50.0, 52.0, 58.0, 62.0, 63.0, 64.0, 66.0, 68.0, 65.0, 68.0, 67.0, 66.0, 63.0, 58.0]"
83,83,"[('4', 'Dbm'), ('4', 'Dm7'), ('4', 'Ebdim'), ('4', 'Dbm/E'), ('4', 'Dbm'), ('4', 'Dm7'), ('4', 'Ebdim'), ('4', 'Dbm/E'), ('4', 'Dbm/E'), ('4', 'Ebm7'), ('4', 'Dm7'), ('4', 'G7'), ('4', 'Dbm/E'), ('4', 'Ebm7'), ('4', 'Dm7'), ('4', 'G7'), ('2', 'Dbm'), ('2', 'Dbm7'), ('2', 'Gbm6/A'), ('2', 'Fm6'), ('1', 'Dbm/G'), ('1', 'G7')]","[60.0, 52.0, 64.0, 66.0, 69.0, 71.0, 73.0, 72.0, 71.0, 70.0, 70.0, 75.0, 68.0, 69.0, 70.0, 75.0, 68.0, 67.0, 69.0, 73.0, 76.0, 73.0]"
84,84,"[('4', 'Dbm'), ('4', 'Dm7'), ('4', 'Ebdim'), ('4', 'Dbm/E'), ('4', 'Dbm'), ('4', 'Dm7'), ('4', 'Ebdim'), ('4', 'Dbm/E'), ('4', 'Dbm/E'), ('4', 'Ebm7'), ('4', 'Dm7'), ('4', 'G7'), ('4', 'Dbm/E'), ('4', 'Ebm7'), ('4', 'Dm7'), ('4', 'G7'), ('2', 'Dbm'), ('2', 'Dbm7'), ('2', 'Gbm6/A'), ('2', 'Fm6'), ('1', 'Dbm/G'), ('1', 'G7')]","[60.0, 62.0, 65.0, 63.0, 65.0, 67.0, 65.0, 62.0, 64.0, 83.0, 82.0, 83.0, 82.0, 80.0, 79.0, 78.0, 75.0, 81.0, 79.0, 81.0, 79.0, 74.0]"
85,85,"[('1', 'Cmaj7'), ('1', 'E7'), ('1', 'A7'), ('1', 'A7'), ('1', 'D7'), ('1', 'G7'), ('2', 'Cmaj7/E'), ('2', 'Ebdim7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('1', 'E7'), ('1', 'A7'), ('1', 'A7'), ('1', 'D7'), ('1', 'G7'), ('2', 'Cmaj7'), ('2', 'Gbm6'), ('2', 'Dbm/G'), ('2', 'G7')]","[60.0, 52.0, 53.0, 55.0, 58.0, 57.0, 60.0, 63.0, 65.0, 67.0, 68.0, 70.0, 74.0, 65.0, 67.0, 68.0, 63.0, 67.0, 70.0, 70.0]"
86,86,"[('2', 'Cm'), ('2', 'Cm'), ('2', 'Cm7/Bb'), ('2', 'Am7b5'), ('1', 'Abmaj7'), ('1', 'Abmaj7')]","[71.0, 74.0, 72.0, 74.0, 73.0, 73.0]"
87,87,"[('2', 'Cm'), ('2', 'Cm'), ('2', 'Cm7/Bb'), ('2', 'Am7b5'), ('1', 'Abmaj7'), ('1', 'Abmaj7')]","[53.0, 58.0, 62.0, 65.0, 69.0, 70.0]"
88,88,"[('2', 'Dm7'), ('2', 'G7'), ('2', 'Cmaj7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'Cmaj7'), ('2', 'Bm7'), ('2', 'Fm7'), ('1', 'Amaj7'), ('2', 'Bbm7'), ('2', 'Eb7'), ('2', 'Abmaj7'), ('2', 'G7b13')]","[65.0, 67.0, 69.0, 70.0, 71.0, 68.0, 64.0, 65.0, 60.0, 55.0, 64.0, 67.0, 69.0, 70.0]"
89,89,"[('2', 'Cm'), ('2', 'Cm'), ('2', 'Cm7/Bb'), ('2', 'Am7b5'), ('1', 'Abmaj7'), ('1', 'Abmaj7'), ('1', 'Fm7'), ('1', 'Fm7/Eb'), ('1', 'Dm7'), ('1', 'G7b13'), ('1', 'Abmaj7'), ('2', 'Dm7b5'), ('2', 'G7'), ('1', 'Abmaj7'), ('1', 'Ab7#11'), ('1', 'Cm7/G'), ('2', 'Dm7b5'), ('2', 'G7b13'), ('1', 'Cm'), ('2', 'Dm7b5'), ('2', 'G7b9')]","[62.0, 65.0, 69.0, 67.0, 72.0, 71.0, 68.0, 72.0, 71.0, 70.0, 67.0, 70.0, 72.0, 70.0, 67.0, 67.0, 67.0, 65.0, 62.0, 65.0, 63.0]"
90,90,"[('4', 'Cmaj7'), ('4', 'Dbm7'), ('2', 'Gbm6'), ('4', 'Cmaj7'), ('4', 'Dbm7'), ('2', 'Gbm6'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Fm6'), ('2', 'Em7'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'Abm7')]","[60.0, 62.0, 64.0, 57.0, 66.0, 62.0, 71.0, 73.0, 72.0, 79.0, 82.0, 79.0, 76.0, 75.0, 70.0, 65.0]"
91,91,"[('4', 'Cmaj7'), ('4', 'Dbm7'), ('2', 'Gbm6'), ('4', 'Cmaj7'), ('4', 'Dbm7'), ('2', 'Gbm6'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Fm6'), ('2', 'Em7'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'Abm7')]","[58.0, 57.0, 60.0, 57.0, 55.0, 53.0, 52.0, 60.0, 55.0, 55.0, 56.0, 58.0, 55.0, 55.0, 51.0, 52.0]"
92,92,"[('2', 'Am'), ('2', 'AmM7'), ('2', 'Am7'), ('2', 'Am6'), ('1', 'Em7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('2', 'Am'), ('2', 'AmM7'), ('2', 'Am7'), ('2', 'Am6'), ('2', 'Em7'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'Abm7')]","[65.0, 62.0, 58.0, 57.0, 58.0, 60.0, 63.0, 65.0, 66.0, 65.0, 61.0, 58.0, 64.0, 65.0, 67.0]"
93,93,"[('4', 'Cmaj7'), ('4', 'Dbm7'), ('2', 'Gbm6'), ('4', 'Cmaj7'), ('4', 'Dbm7'), ('2', 'Gbm6'), ('2', 'Gm7'), ('2', 'Dbm7'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Fm6'), ('2', 'Em7'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'Abm7'), ('1', 'Dbm6'), ('2', 'Dm7'), ('2', 'Abm7')]","[62.0, 62.0, 61.0, 58.0, 55.0, 50.0, 58.0, 58.0, 58.0, 58.0, 46.0, 44.0, 45.0, 43.0, 44.0, 46.0, 68.0, 70.0, 71.0]"
94,94,"[('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cmaj7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('2', 'Am7'), ('2', 'Am7/G'), ('2', 'Gb7'), ('2', 'F7'), ('2', 'Em7'), ('2', 'Em7'), ('2', 'Dm7'), ('2', 'Dm7#11')]","[64.0, 62.0, 60.0, 58.0, 56.0, 55.0, 54.0, 57.0, 62.0, 65.0, 65.0, 77.0, 72.0]"
95,95,"[('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cmaj7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('2', 'Am7'), ('2', 'Am7/G'), ('2', 'Gb7'), ('2', 'F7'), ('2', 'Em7'), ('2', 'Em7'), ('2', 'Dm7'), ('2', 'Dm7#11')]","[70.0, 72.0, 70.0, 65.0, 63.0, 61.0, 56.0, 57.0, 56.0, 55.0, 58.0, 62.0, 60.0]"
96,96,"[('1', 'Fmaj7'), ('2', 'Fdim7'), ('2', 'Fmaj7'), ('2', 'Fm6'), ('2', 'E7#9'), ('1', 'Am7'), ('2', 'Bm7b5'), ('2', 'E7b13'), ('1', 'Am7'), ('2', 'Am7b5'), ('2', 'D7b9'), ('2', 'Dm7'), ('2', 'G7')]","[65.0, 72.0, 65.0, 67.0, 68.0, 64.0, 67.0, 65.0, 63.0, 65.0, 66.0, 65.0, 62.0]"
97,97,"[('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cmaj7'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('1', 'Am7'), ('2', 'Am7'), ('2', 'Am7/G'), ('2', 'Gbm7b5'), ('2', 'Fm7'), ('4', 'Em7'), ('4', 'Em7'), ('4', 'Dm7'), ('4', 'Dm7'), ('1', 'Cmaj7')]","[71.0, 74.0, 71.0, 67.0, 69.0, 71.0, 67.0, 74.0, 73.0, 71.0, 73.0, 76.0, 77.0, 77.0, 75.0]"
98,98,"[('1', 'Cm7'), ('2', 'Cm7'), ('2', 'C7b9'), ('1', 'Fm7'), ('2', 'Fm7'), ('2', 'Cm7'), ('1', 'Bb7sus'), ('2', 'Bb7'), ('2', 'Bb7b9'), ('2', 'Am/Eb'), ('2', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm7'), ('2', 'Cm7'), ('2', 'C7b9'), ('1', 'Fm7'), ('2', 'Fm7'), ('2', 'Dm7b5'), ('2', 'Cm/G'), ('2', 'Am7b5'), ('2', 'Dm7b5'), ('2', 'G7b9')]","[65.0, 69.0, 70.0, 69.0, 68.0, 67.0, 65.0, 64.0, 65.0, 62.0, 58.0, 57.0, 54.0, 53.0, 61.0, 61.0, 61.0, 57.0, 55.0, 54.0, 52.0, 53.0, 56.0]"
99,99,"[('1', 'Cm7'), ('2', 'Cm7'), ('2', 'C7b9'), ('1', 'Fm7'), ('2', 'Fm7'), ('2', 'Cm7'), ('1', 'Bb7sus'), ('2', 'Bb7'), ('2', 'Bb7b9'), ('2', 'Am/Eb'), ('2', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm7'), ('2', 'Cm7'), ('2', 'C7b9'), ('1', 'Fm7'), ('2', 'Fm7'), ('2', 'Dm7b5'), ('2', 'Cm/G'), ('2', 'Am7b5'), ('2', 'Dm7b5'), ('2', 'G7b9')]","[71.0, 74.0, 72.0, 73.0, 64.0, 65.0, 62.0, 63.0, 64.0, 63.0, 62.0, 61.0, 51.0, 54.0, 56.0, 59.0, 63.0, 67.0, 68.0, 67.0, 66.0, 65.0, 69.0]"
100,100,"[('1', 'Fm7'), ('1', 'Fm7'), ('1', 'Cm7'), ('1', 'Cm7'), ('1', 'Dm7b5'), ('1', 'G7b9'), ('1', 'Am7b5'), ('1', 'D7b9'), ('1', 'G7b9sus'), ('1', 'G7b9')]","[71.0, 78.0, 76.0, 73.0, 72.0, 69.0, 60.0, 65.0, 69.0, 67.0]"
101,101,"[('1', 'Cm7'), ('2', 'Cm7'), ('2', 'C7b9'), ('1', 'Fm7'), ('2', 'Fm7'), ('2', 'Cm7'), ('1', 'Bb7sus'), ('2', 'Bb7'), ('2', 'Bb7b9'), ('2', 'Am/Eb'), ('2', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm7'), ('2', 'Cm7'), ('2', 'C7b9'), ('1', 'Fm7'), ('2', 'Fm7'), ('2', 'Dm7b5'), ('2', 'Cm/G'), ('2', 'Am7b5'), ('2', 'Dm7b5'), ('2', 'G7b9')]","[70.0, 72.0, 65.0, 77.0, 75.0, 73.0, 72.0, 71.0, 72.0, 73.0, 75.0, 76.0, 72.0, 71.0, 68.0, 66.0, 63.0, 65.0, 67.0, 65.0, 62.0, 60.0, 59.0]"
102,102,"[('1', 'Cm7'), ('2', 'Cm7'), ('2', 'C7b9'), ('1', 'Fm7'), ('2', 'Fm7'), ('2', 'Cm7'), ('1', 'Bb7sus'), ('2', 'Bb7'), ('2', 'Bb7b9'), ('2', 'Am/Eb'), ('2', 'Ebmaj7'), ('2', 'Dm7b5'), ('2', 'G7b9'), ('1', 'Cm7'), ('2', 'Cm7'), ('2', 'C7b9'), ('1', 'Fm7'), ('2', 'Fm7'), ('2', 'Dm7b5'), ('2', 'Cm/G'), ('2', 'Am7b5'), ('2', 'Dm7b5'), ('2', 'G7b9')]","[82.0, 78.0, 77.0, 77.0, 77.0, 74.0, 72.0, 73.0, 74.0, 73.0, 70.0, 69.0, 71.0, 69.0, 71.0, 72.0, 70.0, 72.0, 67.0, 65.0, 64.0, 65.0, 67.0]"
103,103,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Gbm7'), ('1', 'Gbm7'), ('1', 'Cmaj7'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'G7')]","[60.0, 61.0, 62.0, 60.0, 59.0, 58.0, 56.0, 68.0]"
104,104,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Gbm7'), ('1', 'Gbm7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6'), ('1', 'C6')]","[82.0, 78.0, 79.0, 78.0, 79.0, 80.0, 82.0, 80.0, 79.0, 80.0]"
105,105,"[('1', 'Bm7'), ('1', 'E7'), ('1', 'Am7'), ('1', 'Am7'), ('1', 'Em7b5'), ('1', 'A7b9'), ('1', 'Dm7'), ('1', 'G7')]","[62.0, 62.0, 58.0, 56.0, 55.0, 54.0, 59.0, 64.0]"
106,106,"[('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Gbm7'), ('1', 'Gbm7'), ('2', 'Em7'), ('2', 'Am7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6'), ('1', 'C6')]","[65.0, 69.0, 70.0, 66.0, 46.0, 55.0, 58.0, 52.0, 55.0, 58.0]"
107,107,"[('1', 'Cmaj7'), ('2', 'B7sus'), ('2', 'B7#5'), ('1', 'Bbmaj7'), ('2', 'A7sus'), ('2', 'A7b9'), ('1', 'D7'), ('1', 'G7b9')]","[65.0, 64.0, 59.0, 62.0, 67.0, 66.0, 62.0, 69.0]"
108,108,"[('1', 'Cmaj7'), ('2', 'B7sus'), ('2', 'B7#5'), ('1', 'Bbmaj7'), ('2', 'A7sus'), ('2', 'A7b9'), ('1', 'D7'), ('1', 'G7b9')]","[58.0, 53.0, 56.0, 59.0, 62.0, 66.0, 67.0, 70.0]"
109,109,"[('1', 'Dm'), ('2', 'Bm7b5'), ('2', 'E7b9'), ('1', 'Am'), ('1', 'Am'), ('2', 'Gbm7b5'), ('2', 'Gbm7'), ('2', 'Em7'), ('2', 'Edim7'), ('1', 'Dm7'), ('1', 'G7b9')]","[60.0, 61.0, 59.0, 70.0, 71.0, 75.0, 71.0, 63.0, 62.0, 60.0, 60.0]"
110,110,"[('1', 'Cmaj7'), ('2', 'B7sus'), ('2', 'B7#5'), ('1', 'Bbmaj7'), ('2', 'A7sus'), ('2', 'A7b9'), ('1', 'D7'), ('1', 'G7b9'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7b9')]","[58.0, 62.0, 67.0, 70.0, 70.0, 71.0, 67.0, 64.0, 66.0, 68.0, 67.0]"
111,111,"[('1', 'Dbm6'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('2', 'Cmaj7'), ('2', 'A7')]","[81.0, 82.0, 81.0, 80.0, 79.0, 78.0, 77.0]"
112,112,"[('1', 'Dbm6'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('2', 'Cmaj7'), ('2', 'A7')]","[55.0, 54.0, 51.0, 51.0, 49.0, 50.0, 52.0]"
113,113,"[('2', 'Fmaj7'), ('2', 'Abm7'), ('2', 'Em7'), ('2', 'A7b9'), ('2', 'Dm7'), ('2', 'Abm7'), ('2', 'Cmaj7'), ('2', 'Dbm7'), ('2', 'Fmaj7'), ('2', 'Gbdim7'), ('4', 'Dbmmaj7'), ('4', 'Bm6'), ('2', 'A7'), ('2', 'Dm7'), ('2', 'D7'), ('2', 'Abm7'), ('2', 'Abm7#5')]","[81.0, 82.0, 82.0, 81.0, 80.0, 77.0, 82.0, 77.0, 79.0, 72.0, 79.0, 79.0, 77.0, 69.0, 70.0, 70.0, 70.0]"
114,114,"[('1', 'Dbm6'), ('2', 'Gm7'), ('2', 'Dbm7'), ('1', 'Fmaj7'), ('1', 'Bm7'), ('2', 'Cmaj7'), ('2', 'A7'), ('2', 'D7'), ('2', 'Abm7'), ('1', 'Dbm6'), ('2', 'Dm7'), ('2', 'Abm7')]","[82.0, 80.0, 82.0, 76.0, 77.0, 76.0, 75.0, 79.0, 82.0, 82.0, 82.0, 84.0]"
115,115,"[('2', 'Cmaj7'), ('2', 'A7'), ('1', 'D7'), ('1', 'G7'), ('1', 'C6'), ('2', 'Cmaj9/E'), ('2', 'CmM7'), ('2', 'Gmaj7/D'), ('2', 'E7'), ('1', 'D7'), ('1', 'G7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'E7'), ('2', 'Gbm'), ('2', 'Gbdim7'), ('2', 'C'), ('2', 'E7'), ('2', 'Dm7'), ('2', 'G7'), ('1', 'C6')]","[64.0, 67.0, 71.0, 69.0, 74.0, 73.0, 72.0, 71.0, 70.0, 68.0, 65.0, 66.0, 63.0, 59.0, 57.0, 55.0, 53.0, 48.0, 60.0, 65.0, 67.0, 65.0, 63.0, 67.0]"
116,116,"[('1', 'Dbm'), ('2', 'B'), ('2', 'Dbm'), ('2', 'B'), ('2', 'Dbm'), ('2', 'B'), ('2', 'Dbm'), ('1', 'Dbm'), ('2', 'E7'), ('2', 'Am7'), ('1', 'Dm7'), ('1', 'G7')]","[58.0, 61.0, 66.0, 70.0, 72.0, 70.0, 69.0, 70.0, 69.0, 68.0, 66.0, 56.0]"
117,117,"[('1', 'Dm7'), ('2', 'A7'), ('2', 'G7'), ('1', 'Dm7'), ('2', 'Gb7'), ('2', 'G7'), ('1', 'G7'), ('2', 'G7'), ('2', 'Gaug'), ('1', 'Dbm'), ('1', 'Dbm')]","[81.0, 78.0, 78.0, 82.0, 87.0, 84.0, 79.0, 77.0, 74.0, 72.0, 76.0]"
118,118,"[('1', 'Dbm'), ('2', 'B'), ('2', 'Dbm'), ('2', 'B'), ('2', 'Dbm'), ('2', 'B'), ('2', 'Dbm'), ('1', 'Gm7'), ('1', 'Dbm7'), ('1', 'Gbm'), ('1', 'Gbm')]","[65.0, 63.0, 65.0, 66.0, 65.0, 66.0, 68.0, 66.0, 65.0, 62.0, 60.0]"
119,119,"[('1', 'Gbm'), ('1', 'Gbdim7'), ('1', 'Dbm/G'), ('1', 'A7'), ('1', 'D7'), ('1', 'G7'), ('1', 'Dbm'), ('2', 'Dm7'), ('2', 'G7')]","[64.0, 65.0, 67.0, 68.0, 70.0, 72.0, 74.0, 76.0, 74.0]"
120,120,"[('1', 'Dbm'), ('1', 'Dbm6'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('2', 'Dm7'), ('2', 'Abm7sus')]","[53.0, 55.0, 53.0, 51.0, 49.0, 52.0, 55.0, 52.0, 53.0]"
121,121,"[('1', 'Dbm'), ('1', 'Dbm6'), ('1', 'Cmaj7'), ('1', 'Cmaj7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('1', 'Fmaj7'), ('2', 'Dm7'), ('2', 'Abm7sus')]","[78.0, 79.0, 75.0, 79.0, 83.0, 82.0, 77.0, 73.0, 70.0]"
122,122,"[('1', 'Am7'), ('1', 'Dm7'), ('1', 'Bm7b5'), ('1', 'E7b9'), ('1', 'Am7'), ('1', 'Dm7'), ('1', 'Ab7#11'), ('1', 'Abm7')]","[65.0, 69.0, 70.0, 65.0, 65.0, 67.0, 67.0, 67.0]"
